id_number 1,site,category,short_description,criteria_txt,justification,danger,latitude,longitude,region,iso_code,states,location,transboundary,date_inscribed,secondary_dates,revision,extension,unique_number,http_url,image_url,wikidata_URI,wikidata_Label,wikidata_instance_of_URI,wikidata_instance_of_label,wikidata_culture_URI,wikidata_culture_label,wikidata_area_in_sq_meters
266,La Fortaleza and San Juan National Historic Site in Puerto Rico,Cultural,"Between the 16th and 20th  centuries, a series of defensive structures was built at this strategic point in the Caribbean Sea to protect the city and the Bay of San Juan. They represent a fine display of European military architecture adapted to harbour sites on the American continent.",(vi),,,18.4666666700,-66.1250000000,Europe and North America,us,United States of America,"San Juan, Puerto Rico",0,1983,,0,0,2192,https://whc.unesco.org/en/list/266,https://whc.unesco.org/uploads/sites/site_266.jpg,http://www.wikidata.org/entity/Q15813904,La Fortaleza and San Juan National Historic Site,http://www.wikidata.org/entity/Q1497375,architectural ensemble,,,333900
27,Mesa Verde National Park,Cultural,"A great concentration of ancestral Pueblo Indian dwellings, built from the 6th to the 12th century, can be found on the Mesa Verde plateau in south-west Colorado at an altitude of more than 2,600 m. Some 4,400 sites have been recorded, including villages built on the Mesa top. There are also imposing cliff dwellings, built of stone and comprising more than 100 rooms.",(iii),,,37.2616666700,-108.4855556000,Europe and North America,us,United States of America,Colorado,0,1978,,0,0,30,https://whc.unesco.org/en/list/27,https://whc.unesco.org/uploads/sites/site_27.jpg,http://www.wikidata.org/entity/Q237128,Mesa Verde National Park,"http://www.wikidata.org/entity/Q34918903, http://www.wikidata.org/entity/Q1497375, http://www.wikidata.org/entity/Q839954, http://www.wikidata.org/entity/Q46169","National Park of the United States, architectural ensemble, archaeological site, national park",,,210430000
273,City of Cuzco,Cultural,"Situated in the Peruvian Andes, Cuzco developed, under the Inca ruler Pachacutec, into a complex urban centre with distinct religious and administrative functions. It was surrounded by clearly delineated areas for agricultural, artisan and industrial production. When the Spaniards conquered it in the 16th century, they preserved the basic structure but built Baroque churches and palaces over the ruins of the Inca city.",(iii)(iv),,,-13.5172760000,-71.9800040000,Latin America and the Caribbean,pe,Peru,City of Cuzco,0,1983,,0,0,304,https://whc.unesco.org/en/list/273,https://whc.unesco.org/uploads/sites/site_273.jpg,http://www.wikidata.org/entity/Q5582862,Cuzco,"http://www.wikidata.org/entity/Q15243209, http://www.wikidata.org/entity/Q1549591, http://www.wikidata.org/entity/Q702492, http://www.wikidata.org/entity/Q515","historic district, big city, urban area, city",,,1424800
274,Historic Sanctuary of Machu Picchu,Mixed,"Machu Picchu stands 2,430 m above sea-level, in the middle of a tropical mountain forest, in an extraordinarily beautiful setting. It was probably the most amazing urban creation of the Inca Empire at its height; its giant walls, terraces and ramps seem as if they have been cut naturally in the continuous rock escarpments. The natural setting, on the eastern slopes of the Andes, encompasses the upper Amazon basin with its rich diversity of flora and fauna.",(i)(iii)(vii)(ix),,,-13.1849340000,-72.5334430000,Latin America and the Caribbean,pe,Peru,,0,1983,,0,0,305,https://whc.unesco.org/en/list/274,https://whc.unesco.org/uploads/sites/site_274.jpg,http://www.wikidata.org/entity/Q3331815,Historic Sanctuary of Machu Picchu,http://www.wikidata.org/entity/Q473972,protected area,,,381608700
276,Samarra Archaeological City,Cultural,"Samarra Archaeological City is the site of a powerful Islamic capital city that ruled over the provinces of the Abbasid Empire extending from Tunisia to Central Asia for a century. Located on both sides of the River Tigris 130 km north of Baghdad, the length of the site from north to south is 41.5 km; its width varying from 8 km to 4 km. It testifies to the architectural and artistic innovations that developed there and spread to the other regions of the Islamic world and beyond. The 9th-century Great Mosque and its spiral minaret are among the numerous remarkable architectural monuments of the site, 80% of which remain to be excavated.",(ii)(iii)(iv),,Y 2007,34.3409894444,43.8235430555,Arab States,iq,Iraq,"Samarra Township, Salah al-Din Governorate",0,2007,,1,0,1456,https://whc.unesco.org/en/list/276,https://whc.unesco.org/uploads/sites/site_276.jpg,http://www.wikidata.org/entity/Q170047,Samarra,"http://www.wikidata.org/entity/Q1549591, http://www.wikidata.org/entity/Q839954","big city, archaeological site",,,150580000
277,Hatra,Cultural,"A large fortified city under the influence of the Parthian Empire and capital of the first Arab Kingdom, Hatra withstood invasions by the Romans in A.D. 116 and 198 thanks to its high, thick walls reinforced by towers. The remains of the city, especially the temples where Hellenistic and Roman architecture blend with Eastern decorative features, attest to the greatness of its civilization.",(ii)(iii)(iv)(vi),,,35.5880600000,42.7183300000,Arab States,iq,Iraq,Governorate of Ninawa,0,1985,,0,0,309,https://whc.unesco.org/en/list/277,https://whc.unesco.org/uploads/sites/site_277.jpg,http://www.wikidata.org/entity/Q466614,Hatra,"http://www.wikidata.org/entity/Q15661340, http://www.wikidata.org/entity/Q839954","ancient city, archaeological site",,,3237500
278,Babylon,Cultural,"Situated 85 km south of Baghdad, the property includes the ruins of the city which, between 626 and 539 BCE, was the capital of the Neo-Babylonian Empire. It includes villages and agricultural areas surrounding the ancient city. Its remains, outer and inner city walls, gates, palaces and temples, are a unique testimony to one of the most influential empires of the ancient world. Seat of successive empires, under rulers such as Hammurabi and Nebuchadnezzar, Babylon represents the expression of the creativity of the Neo-Babylonian Empire at its height. The city's association with one of the seven wonders of the ancient world—the Hanging Gardens—has also inspired artistic, popular and religious culture on a global scale.",(iii)(vi),,,32.5419694444,44.4208333333,Arab States,iq,Iraq,,0,2019,,0,0,2293,https://whc.unesco.org/en/list/278,https://whc.unesco.org/uploads/sites/site_278.jpg,http://www.wikidata.org/entity/Q100329356,Babylon,http://www.wikidata.org/entity/Q839954,archaeological site,,,10543000
28,Yellowstone National Park,Natural,"The vast natural forest of Yellowstone National Park covers nearly 9,000 km2 ; 96% of the park lies in Wyoming, 3% in Montana and 1% in Idaho. Yellowstone contains half of all the world's known geothermal features, with more than 10,000 examples. It also has the world's largest concentration of geysers (more than 300 geyers, or two thirds of all those on the planet). Established in 1872, Yellowstone is equally known for its wildlife, such as grizzly bears, wolves, bison and wapitis.",(vii)(viii)(ix)(x),,P 1995-2003,44.4605600000,-110.8277800000,Europe and North America,us,United States of America,Northwest corner of the State of Wyoming and relatively small adjacent areas of the States of Montana and Idaho,0,1978,,0,0,31,https://whc.unesco.org/en/list/28,https://whc.unesco.org/uploads/sites/site_28.jpg,http://www.wikidata.org/entity/Q351,Yellowstone National Park,"http://www.wikidata.org/entity/Q34918903, http://www.wikidata.org/entity/Q570116, http://www.wikidata.org/entity/Q158454, http://www.wikidata.org/entity/Q46169","National Park of the United States, tourist attraction, biosphere reserve, national park",,,8983490000
280,Salonga National Park,Natural,"Salonga National Park is Africa's largest tropical rainforest reserve. Situated at the heart of the central basin of the Congo river, the park is very isolated and accessible only by water. It is the habitat of many endemic endangered species, such as the dwarf chimpanzee, the Congo peacock, the forest elephant and the African slender-snouted or 'false' crocodile.",(vii)(ix),,Y 1999,-2.0000000000,21.0000000000,Africa,cd,Democratic Republic of the Congo,"Provinces of Equateur, Bandundu and Kasaï Oriental and Occidental",0,1984,,0,0,314,https://whc.unesco.org/en/list/280,https://whc.unesco.org/uploads/sites/site_280.jpg,http://www.wikidata.org/entity/Q328488,Salonga National Park,"http://www.wikidata.org/entity/Q199403, http://www.wikidata.org/entity/Q46169","tropical forest, national park",,,36000000000
284,Chitwan National Park,Natural,"At the foot of the Himalayas, Chitwan is one of the few remaining undisturbed vestiges of the 'Terai' region, which formerly extended over the foothills of India and Nepal. It has a particularly rich flora and fauna. One of the last populations of single-horned Asiatic rhinoceros lives in the park, which is also one of the last refuges of the Bengal tiger.",(vii)(ix)(x),,,27.5000000000,84.3333300000,Asia and the Pacific,np,Nepal,Chitwan District of the Narayani Zone,0,1984,,0,0,318,https://whc.unesco.org/en/list/284,https://whc.unesco.org/uploads/sites/site_284.jpg,http://www.wikidata.org/entity/Q1075023,Chitwan National Park,http://www.wikidata.org/entity/Q46169,national park,,,932000000
287,Rock-Art Sites of Tadrart Acacus,Cultural,"On the borders of Tassili N'Ajjer in Algeria, also a World Heritage site, this rocky massif has thousands of cave paintings in very different styles, dating from 12,000 B.C. to A.D. 100. They reflect marked changes in the fauna and flora, and also the different ways of life of the populations that succeeded one another in this region of the Sahara.",(iii),,,24.8333300000,10.3333300000,Arab States,ly,Libya,Fezzan,0,1985,,0,0,321,https://whc.unesco.org/en/list/287,https://whc.unesco.org/uploads/sites/site_287.jpg,http://www.wikidata.org/entity/Q308807,Acacus Mountains,"http://www.wikidata.org/entity/Q839954, http://www.wikidata.org/entity/Q46831","archaeological site, mountain range",,,39239610000
289,Lake Malawi National Park,Natural,"Located at the southern end of the great expanse of Lake Malawi, with its deep, clear waters and mountain backdrop, the national park is home to many hundreds of fish species, nearly all endemic. Its importance for the study of evolution is comparable to that of the finches of the Galapagos Islands.",(vii)(ix)(x),,,-14.0333300000,34.8833300000,Africa,mw,Malawi,Central and Southern Regions,0,1984,,0,0,323,https://whc.unesco.org/en/list/289,https://whc.unesco.org/uploads/sites/site_289.jpg,http://www.wikidata.org/entity/Q1077596,Lake Malawi National Park,http://www.wikidata.org/entity/Q46169,national park,,,94000000
299,Tyre,Cultural,"According to legend, purple dye was invented in Tyre. This great Phoenician city ruled the seas and founded prosperous colonies such as Cadiz and Carthage, but its historical role declined at the end of the Crusades. There are important archaeological remains, mainly from Roman times.",(iii)(vi),,,33.2691666667,35.1958333333,Arab States,lb,Lebanon,"City and District of Tyre, Governorate of South Lebanon",0,1984,,0,0,335,https://whc.unesco.org/en/list/299,https://whc.unesco.org/uploads/sites/site_299.jpg,http://www.wikidata.org/entity/Q3991738,Tyre,"http://www.wikidata.org/entity/Q15661340, http://www.wikidata.org/entity/Q839954","ancient city, archaeological site",,,1538000
300,Historic District of Old Québec,Cultural,"Québec was founded by the French explorer Champlain in the early 17th century. It is the only North American city to have preserved its ramparts, together with the numerous bastions, gates and defensive works which still surround Old Québec. The Upper Town, built on the cliff, has remained the religious and administrative centre, with its churches, convents and other monuments like the Dauphine Redoubt, the Citadel and Château Frontenac. Together with the Lower Town and its ancient districts, it forms an urban ensemble which is one of the best examples of a fortified colonial city.",(iv)(vi),,,46.8094444400,-71.2105555600,Europe and North America,ca,Canada,"Province of Quebec, City of Quebec",0,1985,,0,0,336,https://whc.unesco.org/en/list/300,https://whc.unesco.org/uploads/sites/site_300.jpg,http://www.wikidata.org/entity/Q2114279,Old Quebec,http://www.wikidata.org/entity/Q676050,old town,,,1350000
302,"Mana Pools National Park, Sapi and Chewore Safari Areas",Natural,"On the banks of the Zambezi, great cliffs overhang the river and the floodplains. The area is home to a remarkable concentration of wild animals, including elephants, buffalo, leopards and cheetahs. An important concentration of Nile crocodiles is also be found in the area.",(vii)(ix)(x),,,-15.8194444400,29.4080555600,Africa,zw,Zimbabwe,"Urungwe District, Mashonaland North region",0,1984,,0,0,339,https://whc.unesco.org/en/list/302,https://whc.unesco.org/uploads/sites/site_302.jpg,http://www.wikidata.org/entity/Q15728398,"Mana Pools National Park, Sapi and Chewore Safari Areas",http://www.wikidata.org/entity/Q46169,national park,,,6766000000
303,Iguazu National Park,Natural,"The semicircular waterfall at the heart of this site is some 80 m high and 2,700 m in diameter and is situated on a basaltic line spanning the border between Argentina and Brazil. Made up of many cascades producing vast sprays of water, it is one of the most spectacular waterfalls in the world. The surrounding subtropical rainforest has over 2,000 species of vascular plants and is home to the typical wildlife of the region: tapirs, giant anteaters, howler monkeys, ocelots, jaguars and caymans.",(vii)(x),,,-25.5773570000,-54.2860730000,Latin America and the Caribbean,ar,Argentina,Province: Misiones - Region: Nord-Est,0,1984,,0,0,340,https://whc.unesco.org/en/list/303,https://whc.unesco.org/uploads/sites/site_303.jpg,http://www.wikidata.org/entity/Q57072712,Iguazú National Park World Heritage Site,"http://www.wikidata.org/entity/Q16887380, http://www.wikidata.org/entity/Q179049","group, nature reserve",,,550000000
304,Canadian Rocky Mountain Parks,Natural,"The contiguous national parks of Banff, Jasper, Kootenay and Yoho, as well as the Mount Robson, Mount Assiniboine and Hamber provincial parks, studded with mountain peaks, glaciers, lakes, waterfalls, canyons and limestone caves, form a striking mountain landscape. The Burgess Shale fossil site, well known for its fossil remains of soft-bodied marine animals, is also found there.",(vii)(viii),,,51.4247222200,-116.4797222000,Europe and North America,ca,Canada,Provinces of British Columbia and Alberta,0,1984,1990,0,1,342,https://whc.unesco.org/en/list/304,https://whc.unesco.org/uploads/sites/site_304.jpg,http://www.wikidata.org/entity/Q72895,Canadian Rocky Mountain Parks World Heritage Site,http://www.wikidata.org/entity/Q28777651,group of protected areas,,,22991040000
306,Matobo Hills,Cultural,"The area exhibits a profusion of distinctive rock landforms rising above the granite shield that covers much of Zimbabwe. The large boulders provide abundant natural shelters and have been associated with human occupation from the early Stone Age right through to early historical times, and intermittently since. They also feature an outstanding collection of rock paintings. The Matobo Hills continue to provide a strong focus for the local community, which still uses shrines and sacred places closely linked to traditional, social and economic activities.",(iii)(v)(vi),"Criterion (iii) : The Matobo Hills has one of the highest concentrations of rock art in Southern Africa. The rich evidence from archaeology and from the rock paintings at Matobo provide a very full picture of the lives of foraging societies in the Stone Age and the way agricultural societies came to replace them.
Criterion (v) : The interaction between communities and the landscape, manifest in the rock art and also in the long standing religious traditions still associated with the rocks, are community responses to a landscape.
Criterion (vi) : The Mwari religion, centred on Matoba, which may date back to the Iron Age, is the most powerful oracular tradition in southern Africa.",,-20.5000000000,28.5000000000,Africa,zw,Zimbabwe,"Matebeleland, South Province",0,2003,,1,0,345,https://whc.unesco.org/en/list/306,https://whc.unesco.org/uploads/sites/site_306.jpg,http://www.wikidata.org/entity/Q917429,Matobo Hills,"http://www.wikidata.org/entity/Q1437459, http://www.wikidata.org/entity/Q46831","non-geologically related mountain range, mountain range",,,2050000000
307,Statue of Liberty,Cultural,"Made in Paris by the French sculptor Bartholdi, in collaboration with Gustave Eiffel (who was responsible for the steel framework), this towering monument to liberty was a gift from France on the centenary of American independence. Inaugurated in 1886, the sculpture stands at the entrance to New York Harbour and has welcomed millions of immigrants to the United States ever since.",(i)(vi),,,40.6894444400,-74.0447222200,Europe and North America,us,United States of America,"New York, New York",0,1984,,0,0,346,https://whc.unesco.org/en/list/307,https://whc.unesco.org/uploads/sites/site_307.jpg,http://www.wikidata.org/entity/Q319821,Liberty Island,"http://www.wikidata.org/entity/Q23442, http://www.wikidata.org/entity/Q9259, http://www.wikidata.org/entity/Q358","island, World Heritage Site, heritage site",,,59500
308,Yosemite National Park,Natural,"Yosemite National Park lies in the heart of California. With its 'hanging' valleys, many waterfalls, cirque lakes, polished domes, moraines and U-shaped valleys, it provides an excellent overview of all kinds of granite relief fashioned by glaciation. At 600–4,000 m, a great variety of flora and fauna can also be found here.",(vii)(viii),,,37.7461111100,-119.5966667000,Europe and North America,us,United States of America,California,0,1984,,0,0,347,https://whc.unesco.org/en/list/308,https://whc.unesco.org/uploads/sites/site_308.jpg,http://www.wikidata.org/entity/Q180402,Yosemite National Park,"http://www.wikidata.org/entity/Q34918903, http://www.wikidata.org/entity/Q570116, http://www.wikidata.org/entity/Q46169","National Park of the United States, tourist attraction, national park",,,3079340000
31,Auschwitz Birkenau <br /><small>German Nazi Concentration and Extermination Camp (1940-1945)</small>,Cultural,"The fortified walls, barbed wire, platforms, barracks, gallows, gas chambers and cremation ovens show the conditions within which the Nazi genocide took place in the former concentration and extermination camp of Auschwitz-Birkenau, the largest in the Third Reich. According to historical investigations, 1.5 million people, among them a great number of Jews, were systematically starved, tortured and murdered in this camp, the symbol of humanity's cruelty to its fellow human beings in the 20th century.",(vi),,,50.0388888889,19.1750000000,Europe and North America,pl,Poland,"Oswiecim County, Lesser Poland (Malopolska) Voivodship (formerly Bielsko-Biala)",0,1979,,0,0,34,https://whc.unesco.org/en/list/31,https://whc.unesco.org/uploads/sites/site_31.jpg,http://www.wikidata.org/entity/Q7341,Auschwitz,"http://www.wikidata.org/entity/Q1497375, http://www.wikidata.org/entity/Q328468, http://www.wikidata.org/entity/Q153813, http://www.wikidata.org/entity/Q33506","architectural ensemble, Nazi concentration camp, extermination camp, museum",,,1919700
310,Cave of Altamira and Paleolithic Cave Art of Northern Spain,Cultural,"Seventeen decorated caves of the Paleolithic age were inscribed as an extension to the Altamira Cave, inscribed in 1985. The property will now appear on the List as Cave of Altamira and Paleolithic Cave Art of Northern Spain. The property represents the apogee of Paleolithic cave art that developed across Europe, from the Urals to the Iberian Peninusula, from 35,000 to 11,000 BC. Because of their deep galleries, isolated from external climatic influences, these caves are particularly well preserved. The caves are inscribed as masterpieces of creative genius and as the humanity’s earliest accomplished art. They are also inscribed as exceptional testimonies to a cultural tradition and as outstanding illustrations of a significant stage in human history.",(i)(iii),,,43.3825277800,-4.1161666670,Europe and North America,es,Spain,"Santillana del Mar, Province and Autonomous Community of Cantabria",0,1985,2008,0,1,1506,https://whc.unesco.org/en/list/310,https://whc.unesco.org/uploads/sites/site_310.jpg,http://www.wikidata.org/entity/Q133575,Cave of Altamira,"http://www.wikidata.org/entity/Q11269813, http://www.wikidata.org/entity/Q4989906","cave with prehistoric art, monument","http://www.wikidata.org/entity/Q1121344, http://www.wikidata.org/entity/Q693549, http://www.wikidata.org/entity/Q40203","Solutrean, Magdalenian, Paleolithic",3200
311,Old Town of Segovia and its Aqueduct,Cultural,"The Roman aqueduct of Segovia, probably built c. A.D. 50, is remarkably well preserved. This impressive construction, with its two tiers of arches, forms part of the setting of the magnificent historic city of Segovia. Other important monuments include the Alcázar, begun around the 11th century, and the 16th-century Gothic cathedral.",(i)(iii)(iv),,,40.9484722200,-4.1167500000,Europe and North America,es,Spain,"Province of Segovia, Autonomous Community of Castile-Leon",0,1985,,0,0,2124,https://whc.unesco.org/en/list/311,https://whc.unesco.org/uploads/sites/site_311.jpg,http://www.wikidata.org/entity/Q15728389,Old Town of Segovia and its Aqueduct,"http://www.wikidata.org/entity/Q18247357, http://www.wikidata.org/entity/Q473972","group of structures or buildings, protected area",,,1342800
318,"Monastery and Site of the Escurial, Madrid",Cultural,"Built at the end of the 16th century on a plan in the form of a grill, the instrument of the martyrdom of St Lawrence, the Escurial Monastery stands in an exceptionally beautiful site in Castile. Its austere architecture, a break with previous styles, had a considerable influence on Spanish architecture for more than half a century. It was the retreat of a mystic king and became, in the last years of Philip II's reign, the centre of the greatest political power of the time.",(i)(ii)(vi),,,40.5891111111,-4.1477500000,Europe and North America,es,Spain,"San Lorenzo de El Escorial, Province and Autonomous Community of Madrid",0,1984,,0,0,361,https://whc.unesco.org/en/list/318,https://whc.unesco.org/uploads/sites/site_318.jpg,http://www.wikidata.org/entity/Q5821857,"Monastery and Site of the Escurial, Madrid",http://www.wikidata.org/entity/Q18247357,group of structures or buildings,,,941100
323,Royal Palaces of Abomey,Cultural,"From 1625 to 1900, 12 kings succeeded one another at the head of the powerful Kingdom of Abomey. With the exception of King Akaba, who had his own separate enclosure, they all had their palaces built within the same cob-wall area, in keeping with previous palaces as regards the use of space and materials. The royal palaces of Abomey are a unique reminder of this vanished kingdom.",(iii)(iv),,,7.1833333330,1.9833333330,Africa,bj,Benin,Province du Zou,0,1985,,0,0,1560,https://whc.unesco.org/en/list/323,https://whc.unesco.org/uploads/sites/site_323.jpg,http://www.wikidata.org/entity/Q2425839,Royal Palaces of Abomey,"http://www.wikidata.org/entity/Q10333504, http://www.wikidata.org/entity/Q16560","Historical Museum of Abomey, palace",,,476000
326,Petra,Cultural,"Inhabited since prehistoric times, this Nabataean caravan-city, situated between the Red Sea and the Dead Sea, was an important crossroads between Arabia, Egypt and Syria-Phoenicia. Petra is half-built, half-carved into the rock, and is surrounded by mountains riddled with passages and gorges. It is one of the world's most famous archaeological sites, where ancient Eastern traditions blend with Hellenistic architecture.",(i)(iii)(iv),,,30.3305600000,35.4433300000,Arab States,jo,Jordan,Ma’an Governorate,0,1985,,0,0,370,https://whc.unesco.org/en/list/326,https://whc.unesco.org/uploads/sites/site_326.jpg,http://www.wikidata.org/entity/Q5788,Petra,"http://www.wikidata.org/entity/Q15661340, http://www.wikidata.org/entity/Q839954, http://www.wikidata.org/entity/Q570116, http://www.wikidata.org/entity/Q515","ancient city, archaeological site, tourist attraction, city",http://www.wikidata.org/entity/Q11029653,Nabataean kingdom,261710000
330,Chavin (Archaeological Site),Cultural,"The archaeological site of Chavin gave its name to the culture that developed between 1500 and 300 B.C. in this high valley of the Peruvian Andes. This former place of worship is one of the earliest and best-known pre-Columbian sites. Its appearance is striking, with the complex of terraces and squares, surrounded by structures of dressed stone, and the mainly zoomorphic ornamentation.",(iii),,,-9.5927725444,-77.1784535027,Latin America and the Caribbean,pe,Peru,"Ancash Department, Huari Province, Chavin District",0,1985,,0,0,375,https://whc.unesco.org/en/list/330,https://whc.unesco.org/uploads/sites/site_330.jpg,http://www.wikidata.org/entity/Q732554,Chavin de Huantar,http://www.wikidata.org/entity/Q839954,archaeological site,http://www.wikidata.org/entity/Q13341477,Chavín culture,147900
331,Medina of Marrakesh,Cultural,"Founded in 1070–72 by the Almoravids, Marrakesh remained a political, economic and cultural centre for a long period. Its influence was felt throughout the western Muslim world, from North Africa to Andalusia. It has several impressive monuments dating from that period: the Koutoubiya Mosque, the Kasbah, the battlements, monumental doors, gardens, etc. Later architectural jewels include the Bandiâ Palace, the Ben Youssef Madrasa, the Saadian Tombs, several great residences and Place Jamaâ El Fna, a veritable open-air theatre.",(i)(ii)(iv)(v),,,31.6313900000,-7.9866700000,Arab States,ma,Morocco,Province of Marrakesh,0,1985,,0,0,376,https://whc.unesco.org/en/list/331,https://whc.unesco.org/uploads/sites/site_331.jpg,http://www.wikidata.org/entity/Q65924939,Medina of Marrakesh,http://www.wikidata.org/entity/Q702492,urban area,,,11070000
332,Punic Town of Kerkuane and its Necropolis,Cultural,This Phoenician city was probably abandoned during the First Punic War (c. 250 B.C.) and as a result was not rebuilt by the Romans. The remains constitute the only example of a Phoenicio-Punic city to have survived. The houses were built to a standard plan in accordance with a sophisticated notion of town planning.,(iii),,,36.9463900000,11.0991700000,Arab States,tn,Tunisia,Gouvernorat de Nabeul,0,1985,1986,0,1,378,https://whc.unesco.org/en/list/332,https://whc.unesco.org/uploads/sites/site_332.jpg,http://www.wikidata.org/entity/Q65944741,Punic Town of Kerkuane and its Necropolis,http://www.wikidata.org/entity/Q839954,archaeological site,,,1119
333,Huascarán National Park,Natural,"Situated in the Cordillera Blanca, the world's highest tropical mountain range, Mount Huascarán rises to 6,768 m above sea-level. The deep ravines watered by numerous torrents, the glacial lakes and the variety of the vegetation make it a site of spectacular beauty. It is the home of such species as the spectacled bear and the Andean condor.",(vii)(viii),,,-9.3333300000,-77.4000000000,Latin America and the Caribbean,pe,Peru,"Department Ancash, Provincia: recuay, Carhuas, Huaráz, Yungay, Pomabamba, Mariscal Luzuriaga, Huari, Corongo, Sihuas y Bolognesi",0,1985,,0,0,379,https://whc.unesco.org/en/list/333,https://whc.unesco.org/uploads/sites/site_333.jpg,http://www.wikidata.org/entity/Q917369,Huascarán National Park,http://www.wikidata.org/entity/Q20488347,national park of Peru,,,3400000000
334,Sanctuary of Bom Jesus do Congonhas,Cultural,"This sanctuary in Minais Gerais, south of Belo Horizonte was built in the second half of the 18th century. It consists of a church with a magnificent Rococo interior of Italian inspiration; an outdoor stairway decorated with statues of the prophets; and seven chapels illustrating the Stations of the Cross, in which the polychrome sculptures by Aleijadinho are masterpieces of a highly original, moving, expressive form of Baroque art.",(i)(iv),,,-20.5082010000,-43.8608060000,Latin America and the Caribbean,br,Brazil,"State of Minas Gerais, City of Congonhas",0,1985,,0,0,380,https://whc.unesco.org/en/list/334,https://whc.unesco.org/uploads/sites/site_334.jpg,http://www.wikidata.org/entity/Q1595417,Sanctuary of Bom Jesus do Congonhas,"http://www.wikidata.org/entity/Q11331347, http://www.wikidata.org/entity/Q210272, http://www.wikidata.org/entity/Q16970","calvary, cultural heritage, church building",,,21900
335,Nanda Devi and Valley of Flowers National Parks,Natural,"Nestled high in West Himalaya, India’s Valley of Flowers National Park is renowned for its meadows of endemic alpine flowers and outstanding natural beauty. This richly diverse area is also home to rare and endangered animals, including the Asiatic black bear, snow leopard, brown bear and blue sheep. The gentle landscape of the Valley of Flowers National Park complements the rugged mountain wilderness of Nanda Devi National Park. Together they encompass a unique transition zone between the mountain ranges of the Zanskar and Great Himalaya, praised by mountaineers and botanists for over a century and in Hindu mythology for much longer.",(vii)(x),"Criterion (vii): The Valley of Flowers is an outstandingly beautiful high-altitude Himalayan valley that has been acknowledged as such by renowned mountaineers and botanists in literature for over a century and in Hindu mythology for much longer. Its ‘gentle’ landscape, breath-takingly beautiful meadows of alpine flowers and ease of access complement the rugged, mountain wilderness for which the inner basin of Nanda Devi National Park is renowned.
Criterion (x): The Valley of Flowers is internationally important on account of its diverse alpine flora, representative of the West Himalaya biogeographic zone. The rich diversity of species reflects the valley’s location within a transition zone between the Zaskar and Great Himalaya ranges to the north and south, respectively, and between the Eastern and Western Himalaya flora. A number of plant species are internationally threatened, several have not been recorded from elsewhere in Uttaranchal and two have not been recorded in Nanda Devi National Park. The diversity of threatened species of medicinal plants is higher than has been recorded in other Indian Himalayan protected areas. The entire Nanda Devi Biosphere Reserve lies within the Western Himalayas Endemic Bird Area (EBA). Seven restricted-range bird species are endemic to this part of the EBA.",,30.7166700000,79.6666700000,Asia and the Pacific,in,India,State of Uttaranchal,0,1988,2005,0,1,382,https://whc.unesco.org/en/list/335,https://whc.unesco.org/uploads/sites/site_335.jpg,http://www.wikidata.org/entity/Q15839097,Nanda Devi and Valley of Flowers National Parks,http://www.wikidata.org/entity/Q46169,national park,,,717830000
337,Kaziranga National Park,Natural,"In the heart of Assam, this park is one of the last areas in eastern India undisturbed by a human presence. It is inhabited by the world's largest population of one-horned rhinoceroses, as well as many mammals, including tigers, elephants, panthers and bears, and thousands of birds.",(ix)(x),,,26.6666666700,93.4166666700,Asia and the Pacific,in,India,State of Assam,0,1985,,0,0,384,https://whc.unesco.org/en/list/337,https://whc.unesco.org/uploads/sites/site_337.jpg,http://www.wikidata.org/entity/Q192764,Kaziranga National Park,http://www.wikidata.org/entity/Q46169,national park,,,429960000
338,Manas Wildlife Sanctuary,Natural,"On a gentle slope in the foothills of the Himalayas, where wooded hills give way to alluvial grasslands and tropical forests, the Manas sanctuary is home to a great variety of wildlife, including many endangered species, such as the tiger, pygmy hog, Indian rhinoceros and Indian elephant.",(vii)(ix)(x),,Y 1992-2011,26.7250000000,91.0305555600,Asia and the Pacific,in,India,State of Assam,0,1985,,0,0,385,https://whc.unesco.org/en/list/338,https://whc.unesco.org/uploads/sites/site_338.jpg,http://www.wikidata.org/entity/Q506511,Manas National Park,http://www.wikidata.org/entity/Q46169,national park,,,391000000
340,Keoladeo National Park,Natural,"This former duck-hunting reserve of the Maharajas is one of the major wintering areas for large numbers of aquatic birds from Afghanistan, Turkmenistan, China and Siberia. Some 364 species of birds, including the rare Siberian crane, have been recorded in the park.",(x),,,27.1588888900,77.5086111100,Asia and the Pacific,in,India,"State of Rajasthan, 50 km west of Agra",0,1985,,0,0,387,https://whc.unesco.org/en/list/340,https://whc.unesco.org/uploads/sites/site_340.jpg,http://www.wikidata.org/entity/Q235878,Kevladev National Park,http://www.wikidata.org/entity/Q46169,national park,,,28730000
